Time(sec),A371SNJNNUY9Z
0.0,-100.0
1.0,-100.0
2.0,-100.0
3.0,-100.0
4.0,-100.0
5.0,-100.0
6.0,-100.0
7.0,-100.0
8.0,-100.0
9.0,-100.0
10.0,-100.0
11.0,-100.0
12.0,-100.0
13.0,-100.0
14.0,-100.0
15.0,-100.0
16.0,-100.0
17.0,-100.0
18.0,-100.0
19.0,-100.0
20.0,-100.0
21.0,-100.0
22.0,-100.0
23.0,-100.0
24.0,-100.0
25.0,-100.0
26.0,-100.0
27.0,-100.0
28.0,-100.0
29.0,-100.0
30.0,-100.0
31.0,-100.0
32.0,-100.0
33.0,-100.0
34.0,-100.0
35.0,-100.0
36.0,-100.0
37.0,-100.0
38.0,-100.0
39.0,-100.0
40.0,-100.0
41.0,-100.0
42.0,-100.0
43.0,-100.0
44.0,-100.0
45.0,-100.0
46.0,-100.0
47.0,-100.0
48.0,-100.0
49.0,-100.0
50.0,-100.0
51.0,-100.0
52.0,-100.0
53.0,-100.0
54.0,-100.0
55.0,-100.0
56.0,-100.0
57.0,-100.0
58.0,-100.0
59.0,-100.0
60.0,-100.0
61.0,-100.0
62.0,-100.0
63.0,-100.0
64.0,-100.0
65.0,-100.0
66.0,-100.0
67.0,-100.0
68.0,-100.0
69.0,-100.0
70.0,-100.0
71.0,-100.0
72.0,-100.0
73.0,-100.0
74.0,-100.0
75.0,-100.0
76.0,-100.0
77.0,-100.0
78.0,-100.0
79.0,-100.0
80.0,-100.0
81.0,-100.0
82.0,-100.0
83.0,-100.0
84.0,-100.0
85.0,-100.0
86.0,-100.0
87.0,-100.0
88.0,-100.0
89.0,-100.0
90.0,-100.0
91.0,-100.0
92.0,-100.0
93.0,-100.0
94.0,-100.0
95.0,-100.0
96.0,-100.0
97.0,-100.0
98.0,-100.0
99.0,-100.0
100.0,-100.0
101.0,-100.0
102.0,-100.0
103.0,-100.0
104.0,-100.0
105.0,-100.0
106.0,-100.0
107.0,-100.0
108.0,-100.0
109.0,-100.0
110.0,-100.0
111.0,-100.0
112.0,-100.0
113.0,-100.0
114.0,-100.0
115.0,-100.0
116.0,-100.0
117.0,-100.0
118.0,-100.0
119.0,-100.0
120.0,-100.0
121.0,-100.0
122.0,-100.0
123.0,-100.0
124.0,-100.0
125.0,-100.0
126.0,-100.0
127.0,-100.0
128.0,-100.0
129.0,-100.0
130.0,-100.0
131.0,-100.0
132.0,-100.0
133.0,-100.0
134.0,-100.0
135.0,-100.0
136.0,-100.0
137.0,-100.0
138.0,-100.0
139.0,-100.0
140.0,-100.0
141.0,-100.0
142.0,-100.0
143.0,-100.0
144.0,-100.0
145.0,-100.0
146.0,-100.0
147.0,-100.0
148.0,-100.0
149.0,-100.0
150.0,-100.0
151.0,-100.0
152.0,-100.0
153.0,-100.0
154.0,-100.0
155.0,-100.0
156.0,-100.0
157.0,-100.0
158.0,-100.0
159.0,-100.0
160.0,-100.0
161.0,-100.0
162.0,-100.0
163.0,
164.0,
165.0,
166.0,
167.0,-21.78571428571429
168.0,-14.20535714285714
169.0,
170.0,
171.0,
172.0,
173.0,
174.0,
175.0,
176.0,
177.0,
178.0,
179.0,
180.0,
181.0,
182.0,
183.0,
184.0,
185.0,
186.0,
187.0,
188.0,
189.0,
190.0,
191.0,
192.0,
193.0,
194.0,
195.0,
196.0,
197.0,
198.0,
199.0,
200.0,
201.0,
202.0,
203.0,
204.0,
205.0,
206.0,
207.0,
208.0,
209.0,
210.0,
211.0,
212.0,
213.0,
214.0,
215.0,
216.0,
217.0,
218.0,
219.0,
220.0,
221.0,
222.0,
223.0,
224.0,
225.0,
226.0,
227.0,
228.0,
229.0,
230.0,
231.0,
232.0,
233.0,
234.0,
235.0,
236.0,
237.0,
238.0,
239.0,
240.0,
241.0,
242.0,
243.0,
244.0,
245.0,
246.0,
247.0,
248.0,
249.0,
250.0,
251.0,
252.0,
253.0,
254.0,
255.0,
256.0,
257.0,
258.0,
259.0,
260.0,
261.0,
262.0,
263.0,
264.0,
265.0,
266.0,
267.0,
268.0,
269.0,
270.0,
271.0,
272.0,
273.0,
274.0,
275.0,
276.0,
277.0,
278.0,
279.0,
280.0,
281.0,
282.0,
283.0,
284.0,
285.0,
286.0,
287.0,
288.0,
289.0,
290.0,
291.0,
292.0,
293.0,
294.0,
295.0,
296.0,
297.0,
298.0,
299.0,
300.0,
301.0,
302.0,
303.0,
304.0,
305.0,
306.0,
307.0,
308.0,
309.0,
310.0,
311.0,
312.0,
313.0,
314.0,
315.0,
316.0,
317.0,
318.0,
319.0,
320.0,
321.0,
322.0,
323.0,
324.0,
325.0,
326.0,
327.0,
328.0,
329.0,
330.0,
331.0,
332.0,
333.0,
334.0,
335.0,
336.0,
337.0,
338.0,
339.0,
340.0,
341.0,
342.0,
343.0,
344.0,
345.0,
346.0,
347.0,
348.0,
349.0,
350.0,
351.0,
352.0,
353.0,
354.0,
355.0,
356.0,
357.0,
358.0,
359.0,
360.0,
361.0,
362.0,
363.0,
364.0,
365.0,
366.0,
367.0,
368.0,
369.0,
370.0,
371.0,
372.0,
373.0,
374.0,
375.0,
376.0,
377.0,
378.0,
379.0,
380.0,
381.0,
382.0,
383.0,
384.0,
385.0,-100.0
386.0,-100.0
387.0,-100.0
388.0,-79.79333333333334
389.0,-34.91165584415584
390.0,3.9156746929541044
391.0,41.55645788443583
392.0,77.91405533464356
393.0,99.65166666666667
394.0,100.0
395.0,100.0
396.0,100.0
397.0,100.0
398.0,100.0
399.0,100.0
400.0,99.90754716981132
401.0,99.54716981132074
402.0,99.16981132075473
403.0,76.57500000000002
404.0,42.36
405.0,8.505396825396826
406.0,-25.153288655788653
407.0,-72.5593181818182
408.0,-99.96875
409.0,-100.0
410.0,-100.0
411.0,-100.0
412.0,-100.0
413.0,-100.0
414.0,-100.0
415.0,-100.0
416.0,-100.0
417.0,-100.0
418.0,-100.0
419.0,-100.0
420.0,-100.0
421.0,-100.0
422.0,-100.0
423.0,-100.0
424.0,-100.0
425.0,-100.0
426.0,-100.0
427.0,-100.0
428.0,-100.0
429.0,-100.0
430.0,-100.0
431.0,-100.0
432.0,-100.0
433.0,-100.0
434.0,-100.0
435.0,-100.0
436.0,-100.0
437.0,-100.0
438.0,-100.0
439.0,-100.0
440.0,-100.0
441.0,-100.0
442.0,-100.0
443.0,-100.0
444.0,-100.0
445.0,-100.0
446.0,-100.0
447.0,-100.0
448.0,-100.0
449.0,-100.0
450.0,-100.0
451.0,-100.0
452.0,-100.0
453.0,-100.0
454.0,-100.0
455.0,-100.0
456.0,-100.0
457.0,-100.0
458.0,-100.0
459.0,-100.0
460.0,-100.0
461.0,-100.0
462.0,-100.0
463.0,-100.0
464.0,-100.0
465.0,-100.0
466.0,-100.0
467.0,-100.0
468.0,-100.0
469.0,-100.0
470.0,-100.0
471.0,-100.0
472.0,-100.0
473.0,-100.0
474.0,-100.0
475.0,-100.0
476.0,-100.0
477.0,-100.0
478.0,-100.0
479.0,-100.0
480.0,-100.0
481.0,-100.0
482.0,-100.0
483.0,-100.0
484.0,-100.0
485.0,-100.0
486.0,-100.0
487.0,-100.0
488.0,-100.0
489.0,-100.0
490.0,-100.0
491.0,-100.0
492.0,-100.0
493.0,-100.0
494.0,-100.0
495.0,-100.0
496.0,-100.0
497.0,-100.0
498.0,-100.0
499.0,-100.0
500.0,-100.0
501.0,-100.0
502.0,-100.0
503.0,-100.0
504.0,-100.0
505.0,-100.0
506.0,-100.0
507.0,-100.0
508.0,-100.0
509.0,-100.0
510.0,-100.0
511.0,-100.0
512.0,-100.0
513.0,-100.0
514.0,-100.0
515.0,-100.0
516.0,-100.0
517.0,-100.0
518.0,-100.0
519.0,-100.0
520.0,-100.0
521.0,-100.0
522.0,-100.0
523.0,-100.0
524.0,-100.0
525.0,-100.0
526.0,-100.0
527.0,-100.0
528.0,-100.0
529.0,-100.0
530.0,-100.0
531.0,-100.0
532.0,-100.0
533.0,-100.0
534.0,-100.0
535.0,-100.0
536.0,-100.0
537.0,-100.0
538.0,-100.0
539.0,-100.0
540.0,-100.0
541.0,-100.0
542.0,-100.0
543.0,-100.0
544.0,-100.0
545.0,-100.0
546.0,-100.0
547.0,-100.0
548.0,-100.0
549.0,-100.0
550.0,-100.0
551.0,-100.0
552.0,-100.0
553.0,-100.0
554.0,-100.0
555.0,-100.0
556.0,-100.0
557.0,-100.0
558.0,-100.0
559.0,-100.0
560.0,-100.0
561.0,-100.0
562.0,-100.0
563.0,-100.0
564.0,-100.0
565.0,-100.0
566.0,-100.0
567.0,-100.0
568.0,-100.0
569.0,-100.0
570.0,-100.0
571.0,-100.0
572.0,-100.0
573.0,-100.0
574.0,-100.0
575.0,-100.0
576.0,-100.0
577.0,-100.0
578.0,-100.0
579.0,-100.0
580.0,-100.0
581.0,-100.0
582.0,-100.0
583.0,-100.0
584.0,-100.0
585.0,-100.0
586.0,-100.0
587.0,-100.0
588.0,-100.0
589.0,-100.0
590.0,-100.0
591.0,-100.0
592.0,-100.0
593.0,-100.0
594.0,-100.0
595.0,-100.0
596.0,-100.0
597.0,-100.0
598.0,-100.0
599.0,-100.0
600.0,-100.0
601.0,-100.0
602.0,-100.0
603.0,-100.0
604.0,-100.0
605.0,-100.0
606.0,-100.0
607.0,-100.0
608.0,-100.0
609.0,-100.0
610.0,-100.0
611.0,-100.0
612.0,-100.0
613.0,-100.0
614.0,-100.0
615.0,-100.0
616.0,-100.0
617.0,
618.0,
619.0,
620.0,
621.0,
622.0,
623.0,
624.0,
625.0,
626.0,
627.0,
628.0,
629.0,
630.0,
631.0,
632.0,
633.0,
634.0,
635.0,
636.0,
637.0,
638.0,
639.0,
640.0,
641.0,
642.0,
643.0,
644.0,
645.0,
646.0,
647.0,
648.0,
649.0,
650.0,
651.0,
652.0,
653.0,
654.0,
655.0,
656.0,
657.0,
658.0,
659.0,
660.0,
661.0,
662.0,
663.0,
664.0,
665.0,
666.0,
667.0,
668.0,
669.0,
670.0,
671.0,
672.0,
673.0,
674.0,
675.0,
676.0,
677.0,
678.0,
679.0,
680.0,
681.0,
682.0,
683.0,
684.0,
685.0,
686.0,
687.0,
688.0,
689.0,
690.0,
691.0,
692.0,
693.0,
694.0,
695.0,
